GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: GloveData
InfoText: This data contains gesture data
NumDimensions: 6
TotalNumTrainingExamples: 10
NumberOfClasses: 1
ClassIDsAndCounters: 
1 10
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 24
TimeSeriesData: 
-0.1563	-0.0078	0.9823	0.2088	-0.1920	0.1391
-0.1563	-0.0156	0.9940	-0.7651	-0.6093	-1.1826
-0.1641	-0.0078	0.9979	2.8523	-0.4702	-1.0435
-0.1836	-0.1211	1.1268	113.3218	27.0080	-12.7304
-0.2461	0.9883	0.1073	223.3044	-6.1746	72.4174
-0.1914	1.0078	0.2088	-10.6434	-1.8615	-2.2957
-0.1914	0.9570	0.2088	-4.0347	0.6428	-1.6000
-0.2031	0.9844	0.2323	0.6262	-2.9746	-1.8783
-0.1914	0.9648	0.2166	1.0436	0.2254	0.0696
-0.2070	0.9727	0.2245	1.3218	0.5037	0.2783
-0.1992	0.9688	0.2127	0.5566	-0.2615	0.0000
-0.1875	0.9727	0.2127	-0.0695	0.4341	-0.1391
-0.1914	0.9688	0.2205	1.0436	0.1559	0.9739
-0.1914	0.9648	0.2284	0.4870	-0.1920	0.5565
-0.1914	0.9844	0.2245	-0.9043	0.9907	-0.8348
-0.1914	0.9727	0.2127	-0.0695	1.1993	-0.4174
-0.2031	0.9727	0.2166	-0.3477	-1.0963	-0.8348
-0.2031	0.9688	0.2166	0.4870	-0.1920	-0.4174
-0.1992	0.9766	0.2245	1.0436	-0.6093	0.2783
-0.2031	0.9766	0.2245	0.6957	-0.6093	0.3478
-0.1914	0.9648	0.2127	-0.1390	-0.1224	0.2783
-0.2031	0.9648	0.2205	-0.7651	-0.8876	0.3478
-0.1953	0.9648	0.2088	-0.2086	0.3646	-0.0696
-0.1875	0.9648	0.2088	0.2088	0.0863	0.4870
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 24
TimeSeriesData: 
-0.1758	0.0820	0.9862	-0.2086	-0.1224	0.9739
-0.1797	0.0703	0.9940	5.7740	1.4776	-0.0696
-0.2969	0.4375	0.7635	239.6523	59.4254	15.7913
-0.1836	0.9648	0.1971	15.2349	3.4950	12.6609
-0.2070	0.9766	0.2362	-2.1564	-2.2789	-0.6261
-0.2109	0.9648	0.2518	-1.5999	-1.5137	-0.2783
-0.2305	0.9609	0.2440	-0.4869	-0.8180	0.7652
-0.2266	0.9766	0.2401	0.6957	-1.3050	2.0870
-0.1992	0.9570	0.2284	0.1392	0.2950	0.8348
-0.1836	0.9688	0.2362	0.6957	-0.6093	-0.3478
-0.1992	0.9727	0.2401	-0.3477	-0.9572	1.6000
-0.1992	0.9570	0.2479	0.2088	0.6428	0.5565
-0.1992	0.9648	0.2440	1.0436	1.1993	1.3217
-0.2109	0.9609	0.2401	0.4175	-1.5833	0.0000
-0.1953	0.9688	0.2401	-0.1390	1.1298	-0.3478
-0.2031	0.9688	0.2362	0.5566	-0.9572	-0.1391
-0.1914	0.9609	0.2518	0.2088	-1.3050	0.3478
-0.1953	0.9688	0.2440	0.4870	0.3646	-0.6261
-0.2031	0.9688	0.2479	-0.8347	0.6428	-0.1391
-0.2031	0.9609	0.2479	0.1392	-0.0528	0.3478
-0.1875	0.9648	0.2479	0.9740	0.1559	-0.6261
-0.1914	0.9688	0.2401	-0.1390	0.5733	-0.5565
-0.2031	0.9648	0.2479	0.0001	-0.1920	-0.0696
-0.1953	0.9688	0.2557	-0.0695	0.6428	0.6957
